class_loss;acc;0;0
0;0.6923939434510387;0.4491577147033882;0.0;0.0
1;0.6939767410672643;0.5303344724905205;0.0;0.0
2;0.693225508339137;0.5544433592017365;0.0;0.0
3;0.692796114615664;0.5380859373318482;0.0;0.0
4;0.6629613859369857;0.5516967771713447;0.0;0.0
5;0.6179158313131535;0.5585937498254394;0.0;0.0
6;0.6514676136722823;0.5870971677852821;0.0;0.0
7;0.5943751621996619;0.6654663083857918;0.0;0.0
8;0.6528129948125708;0.5731201170083999;0.0;0.0
9;0.6340177066505505;0.6392822263627242;0.0;0.0
10;0.6573252945946886;0.5889282224722099;0.0;0.0
11;0.6113299651023668;0.6273803708976936;0.0;0.0
12;0.6196106819362316;0.629638671678238;0.0;0.0
13;0.6019307726975768;0.6150512693390464;0.0;0.0
14;0.6237654264929695;0.6248168943359947;0.0;0.0
15;0.5814240647525587;0.6597900388563156;0.0;0.0
16;0.5700163886032386;0.6571044919821548;0.0;0.0
17;0.6411667920508051;0.6329345701147079;0.0;0.0
18;0.6063107036022058;0.6355590818326378;0.0;0.0
19;0.5890028642512517;0.6533813474520683;0.0;0.0
20;0.5872055215788693;0.6226806638679123;0.0;0.0
21;0.5928359076390762;0.6261596677730751;0.0;0.0
22;0.6071235107223346;0.585510253723278;0.0;0.0
23;0.5918662844238827;0.6416625974557304;0.0;0.0
24;0.539275613444903;0.7015991208745003;0.0;0.0
25;0.598603626526093;0.6225585935554504;0.0;0.0
26;0.6036311535141011;0.6204833982435989;0.0;0.0
27;0.6120424501547894;0.644470214642353;0.0;0.0
28;0.6068176653202491;0.6268920896478462;0.0;0.0
29;0.580822423850287;0.6317138669900894;0.0;0.0
30;0.6292304403976214;0.5977172849694633;0.0;0.0
31;0.5754944512684793;0.6626586911991691;0.0;0.0
32;0.5955901656301256;0.657836913856926;0.0;0.0
33;0.6023802857826228;0.6260986326168442;0.0;0.0
34;0.5934028027587449;0.6146850584016609;0.0;0.0
35;0.581228424613338;0.5998535154375457;0.0;0.0
36;0.5594356197978226;0.6763305661948967;0.0;0.0
37;0.5922365745541438;0.651977538858757;0.0;0.0
38;0.5509667599714605;0.6920166013462448;0.0;0.0
39;0.585600768032954;0.6447143552672767;0.0;0.0
40;0.5696092218243245;0.6409912107371902;0.0;0.0
41;0.5988949442273417;0.6439819333925056;0.0;0.0
42;0.5901029247809149;0.6352539060514831;0.0;0.0
43;0.5907294450344369;0.6500854490155983;0.0;0.0
44;0.5565160259727987;0.657775878700695;0.0;0.0
45;0.5875760491963868;0.636169433394947;0.0;0.0
46;0.569615261451219;0.6354980466764069;0.0;0.0
47;0.5606721125653662;0.6936645505644798;0.0;0.0
48;0.576372165984103;0.6351928708952522;0.0;0.0
49;0.574524405232837;0.6349487302703285;0.0;0.0
50;0.5825135361445517;0.6275634763663864;0.0;0.0
51;0.5937520990155356;0.6201171873062133;0.0;0.0
52;0.5733294261690439;0.636169433394947;0.0;0.0
53;0.5606950109935012;0.6479492185475159;0.0;0.0
54;0.5643667698005493;0.6806030271310616;0.0;0.0
55;0.5993920711790001;0.6216430662119865;0.0;0.0
56;0.5843703856728205;0.6409301755809593;0.0;0.0
57;0.5334685648055725;0.6921997068149376;0.0;0.0
58;0.5618088848995866;0.6613769529183197;0.0;0.0
59;0.6049958530785489;0.6355590818326378;0.0;0.0
60;0.592747789622384;0.642089843549347;0.0;0.0
61;0.5709041299376976;0.6378173826131821;0.0;0.0
62;0.5923701401811405;0.6544799802642249;0.0;0.0
63;0.5583674887312976;0.6574096677633094;0.0;0.0
64;0.5381285676913653;0.6732788083833503;0.0;0.0
65;0.5635572772574625;0.6546020505766869;0.0;0.0
66;0.5661785982642528;0.644531249798584;0.0;0.0
67;0.5606313308811591;0.6485595701098251;0.0;0.0
68;0.5413025099023888;0.705932616966896;0.0;0.0
69;0.6005102831856368;0.6380004880818748;0.0;0.0
70;0.5375821272093965;0.6679687497912598;0.0;0.0
71;0.5718407834024374;0.6525878904210662;0.0;0.0
72;0.5416010150856049;0.6704711911967277;0.0;0.0
73;0.601652685364819;0.6474609372976684;0.0;0.0
74;0.5811761941807247;0.6721801755711937;0.0;0.0
75;0.5564313715447603;0.6988525388441086;0.0;0.0
76;0.5612151853849063;0.6990356443128013;0.0;0.0
77;0.5466365318899781;0.6849975583796882;0.0;0.0
78;0.5344256701140445;0.7343749997705078;0.0;0.0
79;0.5842457858882468;0.6747436521328926;0.0;0.0
80;0.5061348190812108;0.7327270505522728;0.0;0.0
81;0.5741138335385912;0.6546630857329178;0.0;0.0
82;0.542749276215102;0.7045898435298157;0.0;0.0
83;0.523526105866147;0.7083129880599022;0.0;0.0
84;0.5365919022075363;0.679443359162674;0.0;0.0
85;0.5664651000964696;0.6871337888477707;0.0;0.0
86;0.5571353582786921;0.6964111325948715;0.0;0.0
87;0.5527322961152846;0.658630370887928;0.0;0.0
88;0.5368513463250013;0.6996459958751106;0.0;0.0
89;0.5738350430572898;0.661071777137165;0.0;0.0
90;0.5682510508311228;0.6629638669803237;0.0;0.0
91;0.56248845608091;0.6900024411906243;0.0;0.0
92;0.5451066101129097;0.7085571286848259;0.0;0.0
93;0.6031196804695079;0.6502075193280601;0.0;0.0
94;0.5498863466228253;0.7080688474349784;0.0;0.0
95;0.6033228140301615;0.653686523233223;0.0;0.0
96;0.5605165807641315;0.6932373044708633;0.0;0.0
97;0.5548038792925316;0.6907348630653953;0.0;0.0
98;0.5386032013402086;0.7170410154009247;0.0;0.0
99;0.5593217479179825;0.681884765411911;0.0;0.0
100;0.5545587938408563;0.6849975583796882;0.0;0.0
101;0.5239931669311384;0.6997070310313416;0.0;0.0
102;0.5326171999995442;0.7290039060221862;0.0;0.0
103;0.4854864984164925;0.745849609141922;0.0;0.0
104;0.5426257977429079;0.7154541013389206;0.0;0.0
105;0.510021708746315;0.7306518552404213;0.0;0.0
106;0.525362789466714;0.7228393552428627;0.0;0.0
107;0.5639259124275091;0.6781616208818245;0.0;0.0
108;0.5363465238549113;0.7263793943042565;0.0;0.0
109;0.5084563818102612;0.7470092771103096;0.0;0.0
110;0.5435260672286366;0.7066650388416672;0.0;0.0
111;0.5083431264659654;0.7404174802373695;0.0;0.0
112;0.4938008271477259;0.7507324216403961;0.0;0.0
113;0.522793914493713;0.7439575192987633;0.0;0.0
114;0.5339784573957571;0.7002563474374198;0.0;0.0
115;0.5164382381613478;0.7140502927456093;0.0;0.0
116;0.5354562549109857;0.7185058591504669;0.0;0.0
117;0.5069355879257439;0.7584838864817237;0.0;0.0
118;0.5237110041307953;0.7211303708683967;0.0;0.0
119;0.560667636629074;0.6925659177523231;0.0;0.0
120;0.5568642614531771;0.7134399411833;0.0;0.0
121;0.5247644016741945;0.7369384763322067;0.0;0.0
122;0.547640700653421;0.7156982419638442;0.0;0.0
123;0.5057826627327944;0.7638549802300453;0.0;0.0
124;0.4929812632823204;0.7529296872647094;0.0;0.0
125;0.5398638926622008;0.6945800779079437;0.0;0.0
126;0.5485570587366212;0.7168579099322319;0.0;0.0
127;0.5299654005301866;0.7447509763297653;0.0;0.0
128;0.5072537426182944;0.7463378903917693;0.0;0.0
129;0.5159049004566773;0.715148925557766;0.0;0.0
130;0.5168559186408035;0.6998901365000343;0.0;0.0
131;0.5543543797116629;0.6882934568161583;0.0;0.0
132;0.5517157938469899;0.7061767575918197;0.0;0.0
133;0.5145520221696654;0.749145507578392;0.0;0.0
134;0.532441859898476;0.7096557614969825;0.0;0.0
135;0.5444587951687258;0.7060546872793579;0.0;0.0
136;0.5492842847627502;0.7105102536842155;0.0;0.0
137;0.5073512846881162;0.7489013669534683;0.0;0.0
138;0.5109999364507728;0.7421874997680664;0.0;0.0
139;0.5396213371482986;0.7091064450909043;0.0;0.0
140;0.5004324706570085;0.7418212888306809;0.0;0.0
141;0.5068279247078455;0.7280273435224914;0.0;0.0
142;0.5759836684975139;0.6618652341681671;0.0;0.0
143;0.5274843059694447;0.7202148435249328;0.0;0.0
144;0.5257127572070808;0.7312011716464997;0.0;0.0
145;0.5146329615519548;0.7280273435224914;0.0;0.0
146;0.5346145115984726;0.7041015622799682;0.0;0.0
147;0.5280778425026745;0.7288208005534935;0.0;0.0
148;0.4914013574226881;0.7398071286750603;0.0;0.0
149;0.5039044160683804;0.7436523435176087;0.0;0.0
150;0.5108098432688049;0.7278442380537986;0.0;0.0
151;0.5230230966811092;0.7381591794568252;0.0;0.0
152;0.5177872393524827;0.7321166989899636;0.0;0.0
153;0.5036178713953252;0.750793456796627;0.0;0.0
154;0.5467351552253087;0.6867675779103851;0.0;0.0
155;0.48156790140868405;0.7868652341291046;0.0;0.0
156;0.48516811182462105;0.7633056638239669;0.0;0.0
157;0.5442806312976123;0.6914672849401664;0.0;0.0
158;0.5424177523869973;0.7100830075905991;0.0;0.0
159;0.5059939015938124;0.7554321286701774;0.0;0.0
160;0.4819507075830215;0.7604370114811134;0.0;0.0
161;0.5207678431880282;0.7199096677437782;0.0;0.0
162;0.537978806364801;0.7244262693048668;0.0;0.0
163;0.4877233289520696;0.7453002927358436;0.0;0.0
164;0.49300327136607425;0.759155273200264;0.0;0.0
165;0.5177591632364958;0.7304687497717285;0.0;0.0
166;0.5081161491847639;0.7291259763346482;0.0;0.0
167;0.4931437380933467;0.7465209958604622;0.0;0.0
168;0.545980740167945;0.7127075193085289;0.0;0.0
169;0.5186577223483169;0.7197265622750855;0.0;0.0
170;0.5300795620513473;0.7254028318045616;0.0;0.0
171;0.47788672506776436;0.7596435544501113;0.0;0.0
172;0.4886592513285886;0.7619628903868866;0.0;0.0
173;0.48742324191746106;0.75494384742033;0.0;0.0
174;0.5109204052282158;0.7134399411833;0.0;0.0
175;0.5142400384204925;0.7327270505522728;0.0;0.0
176;0.5333996031629115;0.7106323239966774;0.0;0.0
177;0.5031680528364748;0.743286132580223;0.0;0.0
178;0.510529937994382;0.7344970700829696;0.0;0.0
179;0.4948356825243316;0.7540283200768662;0.0;0.0
180;0.5117790301593723;0.726745605241642;0.0;0.0
181;0.5096658252449562;0.7346191403954315;0.0;0.0
182;0.4851615744058106;0.7314453122714233;0.0;0.0
183;0.5286720253737709;0.7318725583650398;0.0;0.0
184;0.5115334641452486;0.7390747068002891;0.0;0.0
185;0.4976059732334978;0.7404174802373695;0.0;0.0
